chrom,start,end,name,score,strand
chr20,9573607,9575708,ENSG00000232738,.,+
chr20,9833555,9835656,ENSG00000286470,.,+
chr20,9837075,9839176,PAK5,.,-
chr20,9984087,9986188,PARAL1,.,+
chr20,9984125,9986226,ANKEF1,.,+
chr20,10023916,10026017,Metazoa_SRP,.,+
chr20,10170394,10172495,SNAP25,.,+
chr20,10170521,10172622,ENSG00000230506,.,+
chr20,10170700,10172801,ENSG00000232448,.,+
chr20,10306421,10308522,ENSG00000289505,.,+
chr20,10316752,10318853,ENSG00000286936,.,-
chr20,10332418,10334519,HIGD1AP15,.,+
chr20,10347627,10349728,RPL23AP6,.,-
chr20,10366830,10368931,SNAP25-AS1,.,-
chr20,10383778,10385879,SDAD1P2,.,+
chr20,10418736,10420837,MKKS,.,-
chr20,10429921,10432022,MKKS,.,-
chr20,10432221,10434322,MKKS,.,-
chr20,10433304,10435405,SLX4IP,.,+
chr20,10612228,10614329,ENSG00000235036,.,-
chr20,10647694,10649795,MIR6870,.,-
chr20,10670694,10672795,ENSG00000270792,.,+
chr20,10671998,10674099,JAG1,.,-
chr20,10694948,10697049,LINC01752,.,+
chr20,10763285,10765386,ENSG00000234900,.,-
chr20,10887087,10889188,FAT1P1,.,-
chr20,10907278,10909379,ENSG00000232900,.,-
chr20,10994292,10996393,LINC02871,.,+
chr20,10999303,11001404,ENSG00000270777,.,+
chr20,11299524,11301625,ENSG00000230990,.,-
chr20,11343854,11345955,RPS11P1,.,-
chr20,11539646,11541747,ENSG00000282478,.,-
chr20,11579334,11581435,ENSG00000287754,.,-
chr20,11607047,11609148,ENSG00000271397,.,-
chr20,11619050,11621151,PGAM3P,.,+
chr20,11685322,11687423,ENSG00000261411,.,-
chr20,11817090,11819191,RN7SKP111,.,-
chr20,11836354,11838455,ENSG00000271298,.,+
chr20,11876428,11878529,LINC00687,.,-
chr20,11888722,11890823,BTBD3,.,+
chr20,11916676,11918777,BTBD3-AS1,.,-
chr20,12314484,12316585,ENSG00000230437,.,-
chr20,12316220,12318321,ENSG00000235292,.,-
chr20,12378055,12380156,PA2G4P2,.,+
chr20,12934261,12936362,ENSG00000286087,.,+
chr20,12935096,12937197,ENSG00000269931,.,-
chr20,12948287,12950388,LINC01723,.,+
chr20,12950518,12952619,LINC01722,.,-
chr20,13006971,13009072,SPTLC3,.,+
chr20,13072311,13074412,ENSG00000271426,.,-
chr20,13219273,13221374,ISM1,.,+
chr20,13237673,13239774,ISM1-AS1,.,-
chr20,13243368,13245469,ENSG00000225956,.,-
chr20,13366702,13368803,ENSG00000278153,.,-
chr20,13390676,13392777,GAPDHP2,.,+
chr20,13636931,13639032,TASP1,.,-
chr20,13782918,13785019,ESF1,.,-
chr20,13783006,13785107,NDUFAF5,.,+
chr20,13971423,13973524,RNU6-278P,.,-
chr20,13993368,13995469,MACROD2,.,+
chr20,13994442,13996543,SEL1L2,.,-
chr20,14001507,14003608,RPS3P1,.,+
chr20,14125399,14127500,AIMP1P1,.,+
chr20,14221040,14223141,RN7SL864P,.,+
chr20,14335613,14337714,FLRT3,.,-
chr20,14350319,14352420,RNU6-228P,.,+
chr20,14521313,14523414,ENSG00000287062,.,-
chr20,14545622,14547723,RNF11P2,.,-
chr20,14552383,14554484,MACROD2-IT1,.,+
chr20,14755562,14757663,RPS10P2,.,+
chr20,14816825,14818926,ENSG00000289572,.,+
chr20,14927527,14929628,MACROD2-AS1,.,-
chr20,14933362,14935463,ENSG00000237832,.,-
chr20,15019658,15021759,RNU6-1159P,.,-
chr20,15020851,15022952,RNU6-115P,.,+
chr20,15278872,15280973,RNA5SP475,.,-
chr20,15550884,15552985,ENSG00000225181,.,-
chr20,15617818,15619919,ENSAP1,.,-
chr20,15983875,15985976,ENSG00000286546,.,-
chr20,16222534,16224635,PPIAP17,.,-
chr20,16257602,16259703,ENSG00000287410,.,-
chr20,16571447,16573548,KIF16B,.,-
chr20,16574067,16576168,ENSG00000273998,.,+
chr20,16578257,16580358,ENSG00000275728,.,+
chr20,16584692,16586793,RPLP0P1,.,-
chr20,16668741,16670842,Y_RNA,.,-
chr20,16682403,16684504,RPL7AP13,.,-
chr20,16727960,16730061,SNRPB2,.,+
chr20,16728947,16731048,ENSG00000228809,.,-
chr20,16746357,16748458,OTOR,.,+
chr20,16862147,16864248,ENSG00000236985,.,-
chr20,16981032,16983133,U3,.,-
chr20,17185509,17187610,RNU6-27P,.,+
chr20,17186133,17188234,ENSG00000220540,.,+
chr20,17207059,17209160,RNU1-131P,.,+
chr20,17219912,17222013,ENSG00000286571,.,-
chr20,17224106,17226207,PCSK2,.,+
chr20,17224145,17226246,ENSG00000287241,.,-
chr20,17477430,17479531,DYNLT3P1,.,-
chr20,17514842,17516943,RPS27AP2,.,+
chr20,17563850,17565951,ENSG00000277373,.,-
chr20,17567219,17569320,BFSP1,.,-
chr20,17568074,17570175,DSTN,.,+
chr20,17574509,17576610,RN7SKP69,.,-
chr20,17597806,17599907,ENSG00000230495,.,-
chr20,17680294,17682395,RRBP1,.,-
chr20,17691671,17693772,BANF2,.,+
chr20,17886159,17888260,ENSG00000233625,.,-
chr20,17901761,17903862,RNU6-192P,.,+
chr20,17960945,17963046,SNORD17,.,-
chr20,17966979,17969080,SNX5,.,-
chr20,17967017,17969118,MGME1,.,+
chr20,18009954,18012055,PTMAP3,.,+
chr20,18057187,18059288,OVOL2,.,-
chr20,18057492,18059593,ENSG00000229262,.,+
chr20,18088714,18090815,RPL15P1,.,-
chr20,18093631,18095732,RNU7-137P,.,-
chr20,18111578,18113679,Y_RNA,.,-
chr20,18135227,18137328,KAT14,.,+
chr20,18135862,18137963,PET117,.,+
chr20,18218112,18220213,GGCTP2,.,+
chr20,18256850,18258951,RN7SL14P,.,-
chr20,18263878,18265979,RNU2-56P,.,-
chr20,18269068,18271169,ENSG00000287954,.,-
chr20,18286282,18288383,ZNF133,.,+
chr20,18293450,18295551,RN7SKP74,.,-
chr20,18313110,18315211,ZNF133-AS1,.,-
chr20,18357299,18359400,ENSG00000230010,.,-
chr20,18377048,18379149,LINC00851,.,+
chr20,18419453,18421554,GCNT1P1,.,-
chr20,18431841,18433942,RNA5SP476,.,+
chr20,18464877,18466978,POLR3F,.,+
chr20,18465280,18467381,DZANK1,.,-
chr20,18468614,18470715,MIR3192,.,+
chr20,18483264,18485365,RPL21P3,.,+
chr20,18495224,18497325,RBBP9,.,-
chr20,18502632,18504733,RPS19P1,.,+
chr20,18505519,18507620,SEC23B,.,+
chr20,18565346,18567447,SMIM26,.,+
chr20,18565452,18567553,ENSG00000284776,.,+
chr20,18585941,18588042,DTD1,.,+
chr20,18590329,18592430,RN7SL638P,.,+
chr20,18609166,18611267,RNU6ATAC34P,.,-
chr20,18641633,18643734,DUXAP7,.,-
chr20,18696708,18698809,DTD1-AS1,.,-
chr20,18781689,18783790,EEF1A1P34,.,-
chr20,18792077,18794178,LINC00653,.,+
chr20,18792578,18794679,LINC00652,.,-
chr20,18811782,18813883,SCP2D1,.,+
chr20,18828152,18830253,SCP2D1-AS1,.,-
chr20,19054795,19056896,ENSG00000274863,.,-
chr20,19210163,19212264,ENSG00000287430,.,-
chr20,19210641,19212742,SLC24A3,.,+
chr20,19211476,19213577,ENSG00000235996,.,-
chr20,19282595,19284696,SLC24A3-AS1,.,-
chr20,19695575,19697676,ENSG00000232675,.,-
chr20,19755605,19757706,RIN2,.,+
chr20,19756036,19758137,ENSG00000268628,.,-
chr20,19821942,19824043,RPL12P12,.,-
chr20,20015309,20017410,NAA20,.,+
chr20,20050513,20052614,CFAP61,.,+
chr20,20054045,20056146,CRNKL1,.,-
chr20,20093683,20095784,ENSG00000241054,.,-
chr20,20213261,20215362,ENSG00000225417,.,-
chr20,20251837,20253938,RPL17P1,.,-
chr20,20265808,20267909,CFAP61-AS1,.,-
chr20,20314754,20316855,RN7SL690P,.,+
chr20,20361690,20363791,ENSG00000280229,.,+
chr20,20366103,20368204,INSM1,.,+
chr20,20657709,20659810,EIF4E2P1,.,+
chr20,20710643,20712744,RALGAPA2,.,-
chr20,20719186,20721287,LLPHP1,.,+
chr20,20736730,20738831,RN7SL607P,.,-
chr20,20852641,20854742,MRPS11P1,.,-
chr20,20968447,20970548,ENSG00000234104,.,+
chr20,21087695,21089796,ENSG00000283405,.,+
chr20,21104513,21106614,LINC00237,.,-
chr20,21112722,21114823,RPL24P2,.,+
chr20,21123982,21126083,KIZ,.,+
chr20,21137073,21139174,RNA5SP477,.,-
chr20,21160889,21162990,ENSG00000228604,.,-
chr20,21164595,21166696,RPS15AP1,.,-
chr20,21216288,21218389,KIZ-AS1,.,-
chr20,21263853,21265954,ZNF877P,.,+
chr20,21301330,21303431,XRN2,.,+
chr20,21301703,21303804,ENSG00000275457,.,-
chr20,21395525,21397626,NKX2-4,.,-
chr20,21395739,21397840,ENSG00000225280,.,+
chr20,21423040,21425141,RN7SKP140,.,-
chr20,21486624,21488725,ENSG00000226405,.,-
chr20,21499394,21501495,GSTM3P1,.,+
chr20,21500933,21503034,ENSG00000278041,.,-
chr20,21509446,21511547,NKX2-2-AS1,.,+
chr20,21511015,21513116,ENSG00000289590,.,+
chr20,21512063,21514164,NKX2-2,.,-
chr20,21520648,21522749,ENSG00000289431,.,-
chr20,21528121,21530222,ENSG00000233492,.,+
chr20,21555416,21557517,LINC01727,.,+
chr20,21612977,21615078,ENSG00000278410,.,+
chr20,21701584,21703685,LINC01726,.,-
chr20,21703658,21705759,PAX1,.,+
chr20,21741076,21743177,SLC25A6P1,.,-
chr20,21753269,21755370,RPL41P1,.,+
chr20,21935757,21937858,ENSG00000238034,.,+
chr20,22052073,22054174,LINC01432,.,+
chr20,22218553,22220654,ENSG00000234862,.,+
chr20,22271453,22273554,ENSG00000225170,.,-
chr20,22282028,22284129,LINC01427,.,-
chr20,22341929,22344030,ENSG00000270838,.,-
chr20,22469556,22471657,ENSG00000204684,.,-
chr20,22522208,22524309,ENSG00000288974,.,-
chr20,22576641,22578742,LINC00261,.,-
chr20,22583454,22585555,FOXA2,.,-
chr20,22605516,22607617,LNCNEF,.,-
chr20,22682957,22685058,ENSG00000283072,.,+
chr20,22683343,22685444,LINC01747,.,-
chr20,22732088,22734189,KRT18P3,.,-
chr20,22884067,22886168,CYB5AP4,.,-
chr20,22964062,22966163,ENSG00000228935,.,-
chr20,23028784,23030885,ENSG00000230492,.,-
chr20,23028862,23030963,ENSG00000234646,.,+
chr20,23033311,23035412,SSTR4,.,+
chr20,23047671,23049772,THBD,.,-
chr20,23070721,23072822,ENSG00000279447,.,-
chr20,23084323,23086424,CD93,.,-
chr20,23130634,23132735,LINC00656,.,-
chr20,23146085,23148186,ENSG00000279164,.,+
chr20,23158970,23161071,RNA5SP478,.,-
chr20,23177271,23179372,ENSG00000230387,.,+
chr20,23323351,23325452,ENSG00000277901,.,-
chr20,23348790,23350891,NXT1,.,+
chr20,23349485,23351586,NXT1-AS1,.,-
chr20,23356174,23358275,LINC01431,.,-
chr20,23360181,23362282,GZF1,.,+
chr20,23379011,23381112,RNA5SP479,.,-
chr20,23419518,23421619,NAPB,.,-
chr20,23424103,23426204,CSTL1,.,+
chr20,23450622,23452723,ENSG00000273838,.,+
chr20,23450875,23452976,CST11,.,-
chr20,23455684,23457785,Y_RNA,.,-
chr20,23473699,23475800,CST12P,.,+
chr20,23487972,23490073,ENSG00000276638,.,-
chr20,23489100,23491201,CST8,.,+
chr20,23517053,23519154,ENSG00000260202,.,-
chr20,23517145,23519246,CST13P,.,+
chr20,23548651,23550752,CST9LP1,.,-
chr20,23566483,23568584,CST9L,.,-
chr20,23581644,23583745,CST9LP2,.,+
chr20,23603916,23606017,CST9,.,-
chr20,23630315,23632416,ENSG00000270001,.,-
chr20,23636472,23638573,CST3,.,-
chr20,23654150,23656251,ENSG00000286117,.,+
chr20,23654389,23656490,ENSG00000225056,.,-
chr20,23687037,23689138,CST4,.,-
chr20,23709405,23711506,CST2P1,.,-
chr20,23720588,23722689,ENSG00000286270,.,+
chr20,23749267,23751368,CST1,.,-
chr20,23774168,23776269,CSTP2,.,-
chr20,23796091,23798192,ENSG00000230908,.,+
chr20,23824728,23826829,CST2,.,-
chr20,23877747,23879848,CST5,.,-
chr20,23926953,23929054,CSTP1,.,-
chr20,23978733,23980834,ENSG00000236168,.,-
chr20,23986778,23988879,GGTLC1,.,-
chr20,23987291,23989392,POM121L3P,.,+
chr20,24061254,24063355,LINC01721,.,+
chr20,24142385,24144486,ENSG00000236151,.,-
chr20,24235254,24237355,RNU1-23P,.,+
chr20,24316085,24318186,ENSG00000232200,.,-
chr20,24443390,24445491,GAPDHP53,.,+
chr20,24467628,24469729,SYNDIG1,.,+
chr20,24500344,24502445,ENSG00000228539,.,-
chr20,24677546,24679647,ENSG00000231015,.,+
chr20,24929839,24931940,LINC02967,.,+
chr20,24947268,24949369,CST7,.,+
chr20,24972170,24974271,RNU6-1257P,.,+
chr20,24990311,24992412,ENSG00000286444,.,+
chr20,24990750,24992851,APMAP,.,-
chr20,25056979,25059080,ACSS1,.,-
chr20,25061590,25063691,ENSG00000275358,.,-
chr20,25080140,25082241,VSX1,.,-
chr20,25097104,25099205,ENSG00000225069,.,+
chr20,25147371,25149472,ENSG00000230725,.,-
chr20,25160060,25162161,ENSG00000225344,.,-
chr20,25185848,25187949,ENSG00000286472,.,-
chr20,25193692,25195793,ENTPD6,.,+
chr20,25212697,25214798,Y_RNA,.,+
chr20,25224734,25226835,ENSG00000279322,.,-
chr20,25227149,25229250,ENSG00000277938,.,+
chr20,25243228,25245329,ENSG00000274414,.,-
chr20,25246084,25248185,PYGB,.,+
chr20,25249303,25251404,ENSG00000274507,.,-
chr20,25283587,25285688,ENSG00000276952,.,-
chr20,25366765,25368866,PPIAP2,.,-
chr20,25388834,25390935,ABHD12,.,-
chr20,25389007,25391108,GINS1,.,+
chr20,25583530,25585631,NINL,.,-
chr20,25609152,25611253,RNU6ATAC17P,.,+
chr20,25622013,25624114,NANP,.,-
chr20,25622044,25624145,ZNF337-AS1,.,+
chr20,25652880,25654981,RN7SL594P,.,-
chr20,25668385,25670486,MED28P7,.,-
chr20,25678780,25680881,ENSG00000278383,.,+
chr20,25694852,25696953,ZNF337,.,-
chr20,25695002,25697103,ENSG00000226465,.,+
chr20,25732263,25734364,VN1R108P,.,+
chr20,25781552,25783653,BSNDP1,.,+
chr20,25834831,25836932,ENSG00000250090,.,-
chr20,25843496,25845597,BSNDP2,.,+
chr20,25866224,25868325,FAM182B,.,-
chr20,25917680,25919781,CFTRP1,.,-
chr20,25953794,25955895,LINC01733,.,+
chr20,25983209,25985310,FAM182A,.,+
chr20,26007791,26009892,ENSG00000287569,.,+
chr20,26008530,26010631,ENSG00000231081,.,-
chr20,26016831,26018932,ENSG00000204556,.,+
chr20,26070350,26072451,BSNDP3,.,-
chr20,26112027,26114128,NCOR1P1,.,-
chr20,26132197,26134298,ENSG00000230440,.,-
chr20,26133982,26136083,ENSG00000287211,.,+
chr20,26186407,26188508,ENSG00000238129,.,+
chr20,26206277,26208378,MIR663A,.,-
chr20,26249545,26251646,MIR663AHG,.,-
chr20,28600857,28602958,FRG1CP,.,-
chr20,29078389,29080490,FRG1DP,.,+
chr20,29295245,29297346,5_8S_rRNA,.,-
chr20,29316823,29318924,DUX4L32,.,+
chr20,29319665,29321766,PCMTD1P7,.,-
chr20,29322091,29324192,DUX4L33,.,+
chr20,29409599,29411700,DUX4L34,.,-
chr20,29414910,29417011,FRG2EP,.,-
chr20,29425882,29427983,RARRES2P11,.,-
chr20,29428722,29430823,AGGF1P10,.,+
chr20,29447305,29449406,DUX4L35,.,-
chr20,29495178,29497279,FRG1EP,.,-
chr20,29546660,29548761,FAM242B,.,+
chr20,29573059,29575160,Y_RNA,.,+
chr20,29639777,29641878,CFTRP2,.,+
chr20,29739660,29741761,5_8S_rRNA,.,-
chr20,29744180,29746281,CDC27P3,.,+
chr20,29872058,29874159,RNA5SP532,.,+
chr20,29877362,29879463,DUX4L37,.,-
chr20,30212975,30215076,CFTRP3,.,-
chr20,30279836,30281937,ENSG00000286483,.,+
chr20,30287955,30290056,LINC01597,.,-
chr20,30292549,30294650,ENSG00000287288,.,+
chr20,30307125,30309226,Y_RNA,.,-
chr20,30360275,30362376,FAM242A,.,-
chr20,30375371,30377472,FRG1BP,.,+
chr20,30401383,30403484,MLLT10P1,.,-
chr20,30483075,30485176,5_8S_rRNA,.,-
chr20,30535596,30537697,ZNF285DP,.,+
chr20,30711345,30713446,U6,.,-
chr20,30721931,30724032,ANKRD20A21P,.,-
chr20,30814273,30816374,RNA5SP528,.,-
chr20,31255663,31257764,DEFB115,.,+
chr20,31272169,31274270,DKKL1P1,.,+
chr20,31284834,31286935,ENSG00000224628,.,-
chr20,31306584,31308685,DEFB116,.,-
chr20,31309961,31312062,RPL31P3,.,-
chr20,31342470,31344571,HAUS6P2,.,-
chr20,31354869,31356970,RNA5SP480,.,+
chr20,31358789,31360890,DEFB117,.,+
chr20,31366600,31368701,DEFB118,.,+
chr20,31374318,31376419,ENSG00000212134,.,+
chr20,31388589,31390690,DEFB119,.,-
chr20,31410837,31412938,DEFB121,.,-
chr20,31427179,31429280,DEFB122,.,-
chr20,31438631,31440732,DEFB123,.,+
chr20,31473287,31475388,REM1,.,+
chr20,31474756,31476857,DEFB124,.,-
chr20,31483777,31485878,LINC00028,.,+
chr20,31512409,31514510,HM13,.,+
chr20,31533262,31535363,ENSG00000274364,.,+
chr20,31545378,31547479,MCTS2,.,+
chr20,31561165,31563266,HM13-IT1,.,+
chr20,31571262,31573363,HM13-AS1,.,-
chr20,31578889,31580990,ENSG00000278276,.,+
chr20,31579088,31581189,RNU6-384P,.,+
chr20,31603125,31605226,ENSG00000289875,.,-
chr20,31603282,31605383,ID1,.,+
chr20,31605185,31607286,MIR3193,.,+
chr20,31635911,31638012,COX4I2,.,+
chr20,31684215,31686316,BCL2L1-AS1,.,+
chr20,31719506,31721607,ABALON,.,+
chr20,31721988,31724089,BCL2L1,.,-
chr20,31737112,31739213,ENSG00000289492,.,-
chr20,31737270,31739371,TPX2,.,+
chr20,31806748,31808849,ENSG00000230801,.,-
chr20,31817307,31819408,MYLK2,.,+
chr20,31843603,31845704,FOXS1,.,-
chr20,31868633,31870734,TTLL9,.,+
chr20,31868663,31870764,DUSP15,.,-
chr20,31899253,31901354,RNU1-94P,.,+
chr20,31950045,31952146,PDRG1,.,-
chr20,31966150,31968251,XKR7,.,+
chr20,31968180,31970281,ENSG00000278012,.,+
chr20,32006350,32008451,RNA5SP481,.,+
chr20,32008437,32010538,CCM2L,.,+
chr20,32029590,32031691,ENSG00000226239,.,-
chr20,32048587,32050688,RNA5SP482,.,+
chr20,32050196,32052297,HCK,.,+
chr20,32107713,32109814,TM9SF4,.,+
chr20,32114170,32116271,ENSG00000275576,.,+
chr20,32168789,32170890,RSL24D1P6,.,-
chr20,32188526,32190627,TSPY26P,.,-
chr20,32205742,32207843,PLAGL2,.,-
chr20,32205879,32207980,POFUT1,.,+
chr20,32235794,32237895,MIR1825,.,+
chr20,32275509,32277610,ENSG00000287850,.,-
chr20,32275650,32277751,KIF3B,.,+
chr20,32353052,32355153,ENSG00000277692,.,+
chr20,32356329,32358430,ASXL1,.,+
chr20,32447754,32449855,ENSG00000236772,.,+
chr20,32483148,32485249,ENSG00000286311,.,+
chr20,32507958,32510059,ENSG00000277301,.,+
chr20,32559092,32561193,ENSG00000233293,.,+
chr20,32562991,32565092,NOL4L-DT,.,+
chr20,32579962,32582063,ENSG00000228156,.,+
chr20,32583332,32585433,NOL4L,.,-
chr20,32671940,32674041,C20orf203,.,-
chr20,32688814,32690915,BAK1P1,.,-
chr20,32741466,32743567,COMMD7,.,-
chr20,32741566,32743667,ENSG00000285382,.,-
chr20,32760384,32762485,DNMT3B,.,+
chr20,32817953,32820054,MAPRE1,.,+
chr20,32852256,32854357,ENSG00000260536,.,-
chr20,32854620,32856721,ENSG00000260257,.,+
chr20,32856922,32859023,EFCAB8,.,+
chr20,33002432,33004533,SUN5,.,-
chr20,33005703,33007804,BPIFB2,.,+
chr20,33029647,33031748,BPIFB6,.,+
chr20,33046151,33048252,PUDPP3,.,-
chr20,33051902,33054003,BPIFB3,.,+
chr20,33077642,33079743,BPIFB4,.,+
chr20,33159767,33161868,BPIFA2,.,+
chr20,33185390,33187491,SOCS2P1,.,+
chr20,33191584,33193685,BPIFA4P,.,+
chr20,33215066,33217167,ENSG00000224876,.,-
chr20,33215309,33217410,BPIFA3,.,+
chr20,33233994,33236095,BPIFA1,.,+
chr20,33270656,33272757,RPL12P3,.,-
chr20,33271479,33273580,BPIFB1,.,+
chr20,33314868,33316969,BPIFB5P,.,+
chr20,33345719,33347820,BPIFB9P,.,+
chr20,33399560,33401661,CDK5RAP1,.,-
chr20,33399581,33401682,ENSG00000288878,.,+
chr20,33441762,33443863,SNTA1,.,-
chr20,33488074,33490175,CBFA2T2,.,+
chr20,33654422,33656523,ENSG00000275223,.,-
chr20,33660326,33662427,C20orf144,.,+
chr20,33664942,33667043,ACTL10,.,+
chr20,33672462,33674563,NECAB3,.,-
chr20,33672516,33674617,ENSG00000271803,.,+
chr20,33684384,33686485,E2F1,.,-
chr20,33718318,33720419,PXMP4,.,-
chr20,33729656,33731757,ZNF341,.,+
chr20,33729827,33731928,ENSG00000229188,.,-
chr20,33750542,33752643,RPL31P2,.,-
chr20,33809108,33811209,ZNF341-AS1,.,-
chr20,33809347,33811448,CHMP4B,.,+
chr20,33911335,33913436,TPM3P2,.,-
chr20,33963161,33965262,PIGPP3,.,+
chr20,33991645,33993746,RALY,.,+
chr20,33992356,33994457,RALY-AS1,.,-
chr20,34015748,34017849,ENSG00000228386,.,-
chr20,34047118,34049219,MIR4755,.,+
chr20,34110242,34112343,EIF2S2,.,-
chr20,34120469,34122570,RPS2P1,.,+
chr20,34130269,34132370,ENSG00000287853,.,+
chr20,34192568,34194669,ASIP,.,+
chr20,34213891,34215992,XPOTP1,.,-
chr20,34244536,34246637,ENSG00000236456,.,-
chr20,34279172,34281273,ENSG00000250917,.,-
chr20,34284465,34286566,ENSG00000272945,.,-
chr20,34309801,34311902,AHCY,.,-
chr20,34345784,34347885,ENSG00000234087,.,-
chr20,34361234,34363335,ITCH,.,+
chr20,34361270,34363371,ENSG00000289720,.,+
chr20,34382264,34384365,Y_RNA,.,-
chr20,34400695,34402796,CDC42P1,.,-
chr20,34440024,34442125,ITCH-AS1,.,-
chr20,34448929,34451030,ITCH-IT1,.,+
chr20,34464324,34466425,MIR644A,.,+
chr20,34474204,34476305,ENSG00000277558,.,+
chr20,34474473,34476574,FDX1P1,.,-
chr20,34514394,34516495,DYNLRB1,.,+
chr20,34524605,34526706,Y_RNA,.,-
chr20,34544853,34546954,MAP1LC3A,.,+
chr20,34686687,34688788,ENSG00000231034,.,+
chr20,34696789,34698890,PIGU,.,-
chr20,34702338,34704439,TP53INP2,.,+
chr20,34739400,34741501,ENSG00000286803,.,+
chr20,34823650,34825751,NCOA6,.,-
chr20,34832461,34834562,HMGB3P1,.,-
chr20,34870145,34872246,ACSS2,.,+
chr20,34870855,34872956,GGT7,.,-
chr20,34953809,34955910,MYH7B,.,+
chr20,34954026,34956127,GSS,.,-
chr20,34988375,34990476,MIR499A,.,+
chr20,34988471,34990572,MIR499B,.,-
chr20,35028419,35030520,RNU6-407P,.,-
chr20,35090806,35092907,TRPC4AP,.,-
chr20,35115206,35117307,ENSG00000201151,.,-
chr20,35145335,35147436,EDEM2,.,-
chr20,35170071,35172172,PROCR,.,+
chr20,35172918,35175019,ENSG00000278367,.,-
chr20,35193305,35195406,RNA5SP483,.,+
chr20,35216008,35218109,MT1P3,.,+
chr20,35224689,35226790,MMP24,.,+
chr20,35262186,35264287,ENSG00000279253,.,-
chr20,35276130,35278231,MMP24OS,.,-
chr20,35278042,35280143,ENSG00000261582,.,-
chr20,35282984,35285085,EIF6,.,-
chr20,35283250,35285351,FAM83C-AS1,.,+
chr20,35290424,35292525,FAM83C,.,-
chr20,35410030,35412131,UQCC1,.,-
chr20,35431028,35433129,GDF5-AS1,.,+
chr20,35452096,35454197,MIR1289-1,.,-
chr20,35452745,35454846,GDF5,.,-
chr20,35453163,35455264,CEP250,.,+
chr20,35489004,35491105,CEP250-AS1,.,-
chr20,35526254,35528355,ENSG00000242507,.,-
chr20,35527651,35529752,C20orf173,.,-
chr20,35540037,35542138,ERGIC3,.,+
chr20,35542746,35544847,RPL36P4,.,-
chr20,35586323,35588424,RPL37P1,.,+
chr20,35605561,35607662,FER1L4,.,-
chr20,35613828,35615929,SPAG4,.,+
chr20,35641142,35643243,RN7SKP271,.,+
chr20,35645429,35647530,RNU6-759P,.,-
chr20,35662955,35665056,CPNE1,.,-
chr20,35662955,35665056,RBM12,.,-
chr20,35672543,35674644,ENSG00000272897,.,-
chr20,35697271,35699372,ROMO1,.,+
chr20,35697354,35699455,NFS1,.,-
chr20,35740311,35742412,RBM39,.,-
chr20,35740618,35742719,ENSG00000289872,.,+
chr20,35750813,35752914,RPF2P1,.,+
chr20,35767866,35769967,U6,.,-
chr20,35769973,35772074,PHF20,.,+
chr20,35848914,35851015,COX7BP2,.,-
chr20,35851363,35853464,Y_RNA,.,-
chr20,35876475,35878576,HIGD1AP16,.,+
chr20,35885658,35887759,RNU4-40P,.,+
chr20,35926674,35928775,RNU6-937P,.,-
chr20,35952563,35954664,CNBD2,.,+
chr20,35957471,35959572,SCAND1,.,-
chr20,36049017,36051118,NORAD,.,-
chr20,36049490,36051591,ENSG00000234139,.,+
chr20,36062562,36064663,ENSG00000277235,.,-
chr20,36074600,36076701,HMGB3P2,.,-
chr20,36086191,36088292,ENSG00000237063,.,-
chr20,36089503,36091604,EPB41L1,.,+
chr20,36153759,36155860,EPB41L1-AS1,.,-
chr20,36231850,36233951,ENSG00000278035,.,+
chr20,36234130,36236231,AAR2,.,+
chr20,36304335,36306436,DLGAP4,.,+
chr20,36539496,36541597,MYL9,.,+
chr20,36559529,36561630,Metazoa_SRP,.,-
chr20,36571390,36573491,DLGAP4-AS1,.,-
chr20,36571487,36573588,TGIF2,.,+
chr20,36572552,36574653,TGIF2-RAB5IF,.,+
chr20,36603778,36605879,RAB5IF,.,+
chr20,36618402,36620503,HNRNPA3P2,.,+
chr20,36644195,36646296,SLA2,.,-
chr20,36666669,36668770,Y_RNA,.,-
chr20,36675487,36677588,ENSG00000289373,.,+
chr20,36744089,36746190,NDRG3,.,-
chr20,36771817,36773918,DSN1,.,-
chr20,36861537,36863638,SOGA1,.,-
chr20,36868098,36870199,RN7SL156P,.,+
chr20,36874120,36876221,TLDC2,.,+
chr20,36949892,36951993,SAMHD1,.,-
chr20,37019983,37022084,RPS3AP3,.,-
chr20,37047253,37049354,RPS27AP3,.,+
chr20,37093784,37095885,ENSG00000269846,.,+
chr20,37093996,37096097,RBL1,.,-
chr20,37164311,37166412,ENSG00000236159,.,-
chr20,37176409,37178510,RPN2,.,+
chr20,37177587,37179688,MROH8,.,-
chr20,37259818,37261919,GHRH,.,-
chr20,37287648,37289749,MANBAL,.,+
chr20,37342108,37344209,ENSG00000286240,.,-
chr20,37342684,37344785,SRC,.,+
chr20,37443533,37445634,RPL7AP14,.,-
chr20,37519205,37521306,NNAT,.,+
chr20,37525059,37527160,ENSG00000276603,.,-
chr20,37525930,37528031,BLCAP,.,-
chr20,37528038,37530139,PPIAP3,.,+
chr20,37569102,37571203,LINC01746,.,+
chr20,37601184,37603285,GLRXP1,.,-
chr20,37621118,37623219,LINC00489,.,-
chr20,37674888,37676989,ENSG00000204117,.,+
chr20,37691954,37694055,CTNNBL1,.,+
chr20,37901110,37903211,VSTM2L,.,+
chr20,37973480,37975581,RN7SKP185,.,-
chr20,38031460,38033561,TTI1,.,-
